ts,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,baro
1380000,9.58564758,-1.72761798,-1.34955192,-0.0122173047,-0.0122173047,-0.00244346098,86270.4375
1400000,9.6191473,-1.80418825,-1.34476638,-0.0195476878,-0.00977384392,-0.00244346098,86263.3594
1420000,9.57607651,-1.73718929,-1.28255296,-0.0195476878,-0.00977384392,-0.00244346098,86268.2422
1440000,9.58564758,-1.84725904,-1.31126678,-0.0268780701,-0.0122173047,-0.00244346098,86267.7969
1460000,9.57607651,-1.89990115,-1.24905348,-0.0122173047,-0.0146607663,-0.00244346098,86263.9141
1480000,9.60957527,-1.87118733,-1.19162571,0.0122173047,-0.0122173047,-0.00244346098,86265.0391
1500000,9.59043312,-1.90947247,-1.31126678,0.0342084542,0.00488692196,-0.00244346098,86266.2344
1520000,9.59521866,-1.80418825,-1.26819599,0.0342084542,0.00977384392,-0.00488692196,86266.1641
1540000,9.62871838,-1.87118733,-1.26341033,0.0390953757,0.0122173047,-0.00488692196,86268.3828
1560000,9.58086205,-1.74197483,-1.29212427,0.0513126813,-0.00977384392,-0.00244346098,86268.9922
1580000,9.58086205,-1.67976153,-1.43090796,0.0293215327,-0.00977384392,-0.00244346098,86265.6016
1600000,9.63828945,-1.73718929,-1.39262283,0.0244346093,-0.0122173047,0.0,86271.4375
1620000,9.57129097,-1.72283232,-1.29212427,0.0,-0.00977384392,-0.00488692196,86266.0391
1640000,9.57607651,-1.73718929,-1.39740837,-0.00488692196,-0.0122173047,-0.00244346098,86274.1484
1660000,9.61436176,-1.66540456,-1.32562375,-0.0195476878,-0.0122173047,-0.00488692196,86268.1641
1680000,9.59521866,-1.84725904,-1.33998072,-0.0268780701,-0.0122173047,-0.00244346098,86270.6094
1700000,9.6000042,-1.8520447,-1.33519506,-0.00977384392,-0.00977384392,-0.00244346098,86268.6797
1720000,9.6191473,-1.76590312,-1.33519506,-0.0171042271,-0.00977384392,0.0,86273.8047
1740000,9.58086205,-1.80897391,-1.32083809,-0.00977384392,-0.0122173047,-0.00488692196,86266.2344
1760000,9.56171894,-1.8520447,-1.23948216,0.00244346098,-0.0146607663,-0.00244346098,86272.1172
1780000,9.61436176,-1.80418825,-1.20598257,-0.00488692196,-0.00977384392,-0.00244346098,86264.0391
1800000,9.56171894,-1.82333088,-1.33040941,0.00488692196,-0.00977384392,-0.00244346098,86263.8438
1820000,9.5569334,-1.78026009,-1.28733861,0.0146607663,-0.0122173047,-0.00244346098,86268.4844
1840000,9.61436176,-1.80897391,-1.32083809,0.0122173047,-0.0122173047,0.0,86274.6875
1860000,9.61436176,-1.80418825,-1.34955192,0.0244346093,-0.0122173047,-0.00488692196,86266.2891
1880000,9.59043312,-1.7563318,-1.32083809,0.0122173047,-0.0122173047,-0.00488692196,86269.9219
1900000,9.57607651,-1.7563318,-1.35912323,0.0122173047,-0.0146607663,-0.00488692196,86267.7969
1920000,9.62871838,-1.76111746,-1.37826586,0.0171042271,-0.0122173047,-0.00488692196,86275.8281
1940000,9.58086205,-1.73240364,-1.36390889,-0.00244346098,-0.00977384392,0.0,86273.0
1960000,9.58086205,-1.70368969,-1.37826586,-0.00733038317,-0.0122173047,-0.00244346098,86266.2891
1980000,9.57607651,-1.73240364,-1.35912323,-0.0146607663,-0.00977384392,-0.00244346098,86275.0781
2000000,9.58564758,-1.79461694,-1.25383902,-0.0415388383,-0.00977384392,-0.00244346098,86271.7266
2020000,9.60478973,-1.91425812,-1.28255296,-0.0293215327,-0.00733038317,0.0,86270.875
2040000,9.58564758,-1.84247339,-1.28255296,-0.00733038317,-0.00977384392,-0.00244346098,86263.9688
2060000,9.59521866,-1.92382944,-1.20119691,0.0171042271,0.00244346098,-0.00244346098,86263.5234
2080000,9.60957527,-1.93340075,-1.23948216,0.0537561402,0.0122173047,-0.00488692196,86271.2891
2100000,9.61436176,-1.73718929,-1.2777673,0.0561996028,-0.0195476878,-0.00244346098,86268.1172
2120000,9.6000042,-1.79940259,-1.35912323,0.0464257598,-0.00733038317,-0.00244346098,86268.9219
2140000,9.57607651,-1.75154614,-1.33519506,0.0513126813,0.00733038317,-0.00244346098,86271.4844
2160000,9.58564758,-1.69890404,-1.34955192,0.0146607663,-0.00977384392,-0.00244346098,86272.0469
2180000,9.6191473,-1.72761798,-1.39740837,-0.00488692196,-0.0122173047,-0.00244346098,86274.3203
2200000,9.58086205,-1.70847535,-1.37826586,-0.00488692196,-0.00977384392,-0.00244346098,86266.7969
2220000,9.6191473,-1.84247339,-1.30648112,-0.0268780701,-0.0122173047,-0.00488692196,86269.0469
2240000,9.57607651,-1.91425812,-1.23469651,-0.0146607663,-0.00977384392,-0.00244346098,86269.6094
2260000,9.56650448,-1.78504574,-1.26819599,0.0,-0.0122173047,-0.00244346098,86261.9141
2280000,9.58564758,-1.86640167,-1.30169547,0.00977384392,-0.0122173047,-0.00488692196,86263.2812
2300000,9.61436176,-1.86640167,-1.26819599,0.0390953757,-0.0122173047,-0.00244346098,86265.2812
2320000,9.58086205,-1.70368969,-1.24905348,0.0293215327,-0.0122173047,-0.00244346098,86258.9141
2340000,9.57607651,-1.74197483,-1.33519506,0.0146607663,-0.0122173047,-0.00244346098,86260.7188
2360000,9.58086205,-1.66540456,-1.38783717,0.0219911486,-0.0122173047,-0.00244346098,86261.0859
2380000,9.61436176,-1.76590312,-1.33040941,0.0,-0.00977384392,-0.00244346098,86261.0859
2400000,9.59521866,-1.84247339,-1.35912323,-0.00244346098,-0.00733038317,-0.00244346098,86263.7188
2420000,9.58564758,-1.66540456,-1.27298164,0.00244346098,-0.00977384392,-0.00488692196,86259.5938
2440000,9.58086205,-1.79940259,-1.31605244,-0.0195476878,-0.0122173047,-0.00244346098,86252.5156
2460000,9.60478973,-1.82811654,-1.31126678,-0.0146607663,-0.00977384392,-0.00244346098,86268.5547
2480000,9.58564758,-1.81375957,-1.28733861,-0.0122173047,-0.00977384392,-0.00244346098,86263.8438
2500000,9.58564758,-1.81854522,-1.29690993,-0.00733038317,-0.00977384392,-0.00244346098,86262.2344
2520000,9.60957527,-1.81375957,-1.2777673,0.00244346098,-0.0146607663,-0.00488692196,86272.5625
2540000,9.64786053,-1.8855443,-1.28733861,0.00244346098,-0.0122173047,-0.00244346098,86258.2812
2560000,9.60478973,-1.83768773,-1.29690993,0.0146607663,-0.00977384392,-0.00488692196,86264.5312
2580000,9.6000042,-1.78026009,-1.2777673,0.0195476878,-0.00977384392,-0.00488692196,86259.6484
2600000,9.56650448,-1.80418825,-1.29212427,0.0195476878,-0.0122173047,-0.00244346098,86272.3672
2620000,9.60478973,-1.74676049,-1.28733861,0.0219911486,-0.00977384392,-0.00244346098,86260.7422
2640000,9.58564758,-1.78504574,-1.37826586,0.0219911486,-0.00977384392,-0.00488692196,86260.1562
2660000,9.60957527,-1.74197483,-1.42133665,0.0317649916,-0.0122173047,-0.00244346098,86262.8438
2680000,9.60957527,-1.64626193,-1.33998072,0.00977384392,-0.0146607663,-0.00488692196,86265.1172
2700000,9.57607651,-1.83768773,-1.33998072,0.00733038317,0.00488692196,0.0,86262.0391
2720000,9.5569334,-1.69411838,-1.31126678,-0.00733038317,0.0146607663,0.00244346098,86264.6719
2740000,9.57607651,-1.83290219,-1.38305151,-0.00244346098,-0.0122173047,-0.00244346098,86264.1641
2760000,9.59043312,-1.83768773,-1.23948216,0.00244346098,-0.0146607663,-0.00244346098,86267.2891
2780000,9.58564758,-1.82333088,-1.28255296,0.0,-0.00977384392,0.0,86262.8438
2800000,9.61436176,-1.86640167,-1.33519506,0.00488692196,-0.0122173047,-0.00244346098,86265.0391
2820000,9.5569334,-1.73718929,-1.24426782,0.00733038317,-0.00977384392,-0.00244346098,86261.0391
2840000,9.59043312,-1.86161602,-1.31605244,0.00488692196,-0.00977384392,-0.00488692196,86270.875
2860000,9.60957527,-1.77547443,-1.22991085,0.0171042271,-0.00977384392,-0.00244346098,86262.4766
2880000,9.60957527,-1.71804667,-1.33998072,0.00977384392,-0.0122173047,-0.00244346098,86261.5234
2900000,9.6191473,-1.79461694,-1.41655099,-0.00488692196,-0.0146607663,-0.00244346098,86270.8047
2920000,9.6000042,-1.71804667,-1.23948216,-0.0171042271,-0.00977384392,-0.00488692196,86257.3516
2940000,9.58086205,-1.86161602,-1.36869454,-0.0219911486,-0.00977384392,0.0,86266.9922
2960000,9.53779125,-1.7563318,-1.24905348,-0.0195476878,-0.0122173047,0.0,86266.5547
2980000,9.6191473,-1.88075864,-1.28255296,-0.00977384392,-0.00977384392,-0.00488692196,86266.7969
3000000,9.58564758,-1.91904378,-1.30648112,0.0,-0.0122173047,-0.00244346098,86255.9609
3020000,9.57607651,-1.80418825,-1.17726874,0.0122173047,-0.00977384392,-0.00488692196,86254.9062
3040000,9.57607651,-1.90947247,-1.33998072,0.0366519131,-0.0122173047,-0.00733038317,86264.7969
3060000,9.58564758,-1.69411838,-1.22033954,0.0366519131,-0.0146607663,-0.00733038317,86264.7969
3080000,9.59043312,-1.89032984,-1.42612231,0.0366519131,-0.0122173047,-0.00488692196,86267.2344
3100000,9.60478973,-1.64626193,-1.36390889,0.0415388383,-0.00977384392,0.0,86267.1172
3120000,9.5569334,-1.60797679,-1.34955192,0.0219911486,-0.00977384392,-0.00244346098,86259.7188
3140000,9.60957527,-1.74676049,-1.44526494,0.0,-0.0122173047,-0.00488692196,86263.6016
3160000,9.58086205,-1.58404863,-1.25862467,-0.0244346093,-0.00977384392,-0.00244346098,86270.2891
3180000,9.59043312,-1.84247339,-1.42133665,-0.0464257598,-0.00977384392,0.0,86260.0391
3200000,9.59043312,-1.73718929,-1.26819599,-0.0390953757,-0.0122173047,-0.00244346098,86264.9688
3220000,9.6191473,-1.89990115,-1.21076822,-0.0390953757,-0.00977384392,-0.00488692196,86273.8047
3240000,9.59521866,-1.94297194,-1.28733861,-0.0146607663,-0.00977384392,0.0,86269.4844
3260000,9.6191473,-1.76111746,-1.19641137,0.0219911486,0.00488692196,-0.00488692196,86267.9219
3280000,9.59521866,-2.02432799,-1.29690993,0.00488692196,-0.0342084542,-0.00488692196,86265.2344
3300000,9.61436176,-1.84247339,-1.19641137,0.0390953757,-0.0219911486,-0.00488692196,86269.2422
3320000,9.58564758,-1.86640167,-1.39740837,0.0537561402,0.0,-0.00244346098,86263.4062
3340000,9.59043312,-1.76111746,-1.34955192,0.0561996028,0.00733038317,-0.00488692196,86275.8047
3360000,9.59521866,-1.68933284,-1.2777673,0.0366519131,-0.00977384392,-0.00733038317,86263.1094
3380000,9.56650448,-1.78983128,-1.39740837,0.0219911486,-0.0122173047,-0.00488692196,86267.7266
3400000,9.59521866,-1.61754811,-1.32083809,-0.00244346098,-0.00977384392,-0.00244346098,86270.4375
3420000,9.59043312,-1.77547443,-1.43090796,-0.0195476878,-0.00977384392,-0.00244346098,86277.8828
3440000,9.60478973,-1.69411838,-1.26819599,-0.0244346093,-0.0122173047,-0.00244346098,86273.4375
3460000,9.59043312,-1.82333088,-1.31605244,-0.0195476878,-0.0122173047,0.0,86267.0391
3480000,9.6191473,-1.80418825,-1.36390889,-0.0171042271,-0.00977384392,-0.00244346098,86265.5781
3500000,9.60478973,-1.83768773,-1.24426782,-0.0171042271,-0.0122173047,-0.00244346098,86267.3594
3520000,9.6000042,-1.92382944,-1.32562375,0.00244346098,-0.0122173047,-0.00244346098,86267.4844
3540000,9.58564758,-1.76590312,-1.20119691,0.00244346098,-0.00977384392,-0.00244346098,86269.9219
3560000,9.59043312,-1.89990115,-1.33040941,0.0195476878,-0.0122173047,-0.00488692196,86261.0391
3580000,9.59043312,-1.77068877,-1.28255296,0.0293215327,-0.0122173047,-0.00488692196,86258.5234
3600000,9.6000042,-1.72761798,-1.26819599,0.0171042271,-0.0122173047,-0.00488692196,86271.0
3620000,9.57607651,-1.8520447,-1.34955192,0.0171042271,-0.0122173047,-0.00244346098,86267.2891
3640000,9.58564758,-1.62711942,-1.26819599,0.00977384392,-0.00977384392,-0.00244346098,86259.0859
3660000,9.6000042,-1.81854522,-1.41176534,-0.00244346098,-0.0146607663,-0.00244346098,86260.0859
3680000,9.58564758,-1.74676049,-1.30169547,0.0,-0.0122173047,-0.00244346098,86266.7266
3700000,9.57607651,-1.70368969,-1.23948216,-0.0171042271,-0.0122173047,-0.00244346098,86270.2891
3720000,9.58086205,-1.87118733,-1.31126678,-0.0122173047,-0.00977384392,-0.00244346098,86264.7266
3740000,9.58086205,-1.76590312,-1.22991085,-0.00244346098,-0.0122173047,-0.00244346098,86267.2891
3760000,9.63828945,-1.93818629,-1.28733861,0.00244346098,-0.0122173047,-0.00244346098,86260.375
3780000,9.59043312,-1.90947247,-1.24426782,0.0293215327,-0.00977384392,-0.00244346098,86261.6016
3800000,9.59521866,-1.77547443,-1.30169547,0.0439822972,-0.0122173047,-0.00733038317,86262.7188
3820000,9.63350391,-1.83290219,-1.34955192,0.0366519131,-0.0146607663,-0.00244346098,86263.4062
3840000,9.60957527,-1.63190508,-1.29212427,0.0464257598,-0.0122173047,-0.00488692196,86259.1562
3860000,9.56650448,-1.66540456,-1.42133665,0.0513126813,-0.0122173047,-0.00244346098,86258.3516
3880000,9.60957527,-1.63669074,-1.36869454,0.00488692196,-0.0122173047,-0.00244346098,86262.6016
3900000,9.60957527,-1.7563318,-1.41655099,-0.00244346098,0.00977384392,-0.00244346098,86273.0703
3920000,9.6191473,-1.73240364,-1.37826586,-0.0268780701,-0.0293215327,0.0,86268.9219
3940000,9.59521866,-1.75154614,-1.32083809,-0.0293215327,-0.0146607663,-0.00244346098,86266.3594
3960000,9.62871838,-1.90468681,-1.24905348,-0.0195476878,-0.0122173047,-0.00244346098,86267.4062
3980000,9.53300571,-1.8855443,-1.13419795,-0.0171042271,-0.00977384392,0.00244346098,86271.3672
4000000,9.59521866,-1.93340075,-1.2777673,0.00488692196,-0.00977384392,-0.00244346098,86266.7266
4020000,9.59043312,-1.83768773,-1.24905348,0.0219911486,-0.0122173047,-0.00488692196,86259.8438
4040000,9.59521866,-1.91904378,-1.29212427,0.0268780701,-0.0122173047,-0.00488692196,86272.7344
4060000,9.57607651,-1.76111746,-1.28255296,0.0390953757,-0.0122173047,-0.00244346098,86267.7266
4080000,9.60957527,-1.77068877,-1.35433757,0.0366519131,-0.0146607663,-0.00244346098,86274.7812
4100000,9.57129097,-1.77547443,-1.35912323,0.0244346093,-0.0122173047,-0.00244346098,86259.9844
4120000,9.60478973,-1.68933284,-1.32562375,0.0268780701,-0.00977384392,-0.00488692196,86261.2344
4140000,9.56650448,-1.73240364,-1.39262283,0.00488692196,-0.00977384392,0.0,86267.5547
4160000,9.59521866,-1.65583324,-1.33519506,-0.0171042271,-0.00977384392,-0.00244346098,86264.6719
4180000,9.56650448,-1.78026009,-1.34955192,-0.0171042271,-0.0122173047,-0.00244346098,86272.2422
4200000,9.62393284,-1.84725904,-1.27298164,-0.0195476878,-0.00977384392,0.0,86270.2891
4220000,9.60957527,-1.82333088,-1.29690993,-0.00977384392,-0.00977384392,-0.00488692196,86259.8438
4240000,9.59043312,-1.86161602,-1.34955192,0.00733038317,-0.0122173047,-0.00244346098,86268.9453
4260000,9.57607651,-1.78026009,-1.26819599,0.00733038317,-0.0122173047,-0.00244346098,86269.4609
4280000,9.62393284,-1.83768773,-1.38305151,0.0122173047,-0.0122173047,-0.00244346098,86267.9219
4300000,9.54257679,-1.77547443,-1.28733861,0.00977384392,-0.00977384392,-0.00488692196,86258.5234
4320000,9.57129097,-1.77547443,-1.28255296,0.00488692196,-0.00977384392,-0.00244346098,86268.4844
4340000,9.59043312,-1.78504574,-1.32562375,0.00488692196,-0.00977384392,-0.00244346098,86264.9922
4360000,9.60957527,-1.74197483,-1.28255296,0.0,-0.0122173047,-0.00244346098,86275.6328
4380000,9.58086205,-1.86161602,-1.38783717,-0.0122173047,-0.0122173047,-0.00244346098,86270.4609
4400000,9.57129097,-1.7563318,-1.28255296,-0.00244346098,-0.0122173047,-0.00244346098,86263.0625
4420000,9.58086205,-1.80897391,-1.24426782,-0.00733038317,-0.00977384392,-0.00244346098,86264.5547
4440000,9.58564758,-1.82333088,-1.28255296,0.0,-0.0122173047,-0.00244346098,86261.0625
4460000,9.60478973,-1.76111746,-1.29690993,0.00977384392,-0.0268780701,-0.00488692196,86268.7266
4480000,9.60478973,-1.82333088,-1.3734802,0.0,-0.0342084542,-0.00244346098,86271.6094
4500000,9.58564758,-1.81854522,-1.27298164,0.0171042271,-0.0219911486,-0.00244346098,86258.5469
4520000,9.59043312,-1.82333088,-1.26819599,0.0293215327,-0.00488692196,-0.00244346098,86263.8203
4540000,9.6000042,-1.77068877,-1.33998072,0.0415388383,0.0122173047,-0.00488692196,86258.9141
4560000,9.60957527,-1.73718929,-1.30169547,0.00488692196,-0.0171042271,-0.00244346098,86267.3828
4580000,9.60957527,-1.78504574,-1.34476638,0.00733038317,-0.0122173047,-0.00488692196,86269.3125
4600000,9.60478973,-1.73718929,-1.29690993,0.00488692196,-0.0122173047,-0.00488692196,86269.6328
4620000,9.57607651,-1.81854522,-1.36390889,-0.00733038317,-0.0122173047,-0.00244346098,86256.2734
4640000,9.60478973,-1.76590312,-1.32562375,0.00244346098,-0.00977384392,-0.00244346098,86260.0625
4660000,9.58086205,-1.81375957,-1.22033954,0.0,-0.0122173047,-0.00488692196,86262.8672
4680000,9.6000042,-1.86161602,-1.32562375,0.0122173047,-0.00977384392,-0.00244346098,86262.8203
4700000,9.59043312,-1.72761798,-1.35912323,0.00977384392,-0.00977384392,0.0,86266.7031
4720000,9.59043312,-1.81375957,-1.30648112,0.0122173047,-0.00977384392,-0.00488692196,86272.8984
4740000,9.57607651,-1.82333088,-1.29212427,0.00977384392,-0.00977384392,-0.00244346098,86274.5859
4760000,9.60478973,-1.7563318,-1.29212427,0.00977384392,-0.0146607663,-0.00488692196,86261.2578
4780000,9.56171894,-1.78026009,-1.24905348,0.0,-0.00977384392,-0.00244346098,86259.5469
4800000,9.58086205,-1.77068877,-1.35912323,0.0,-0.00977384392,-0.00244346098,86267.3828
4820000,9.62871838,-1.70368969,-1.33519506,-0.00733038317,-0.0122173047,-0.00488692196,86268.7031
4840000,9.57607651,-1.84247339,-1.22033954,-0.0146607663,-0.0122173047,-0.00244346098,86270.8281
4860000,9.60478973,-1.78026009,-1.33519506,-0.00977384392,-0.00977384392,-0.00244346098,86272.3438
4880000,9.60957527,-1.80418825,-1.26341033,-0.00488692196,-0.0122173047,-0.00244346098,86265.7266
4900000,9.56650448,-1.89032984,-1.2777673,0.0,-0.00977384392,-0.00244346098,86259.7188
4920000,9.60478973,-1.82811654,-1.33998072,0.0171042271,-0.0122173047,-0.00244346098,86261.7422
4940000,9.56171894,-1.77068877,-1.30169547,0.0171042271,-0.0122173047,-0.00244346098,86266.0625
4960000,9.59521866,-1.85683036,-1.34476638,0.0146607663,-0.00977384392,-0.00488692196,86267.0703
4980000,9.58564758,-1.77547443,-1.33519506,0.0195476878,-0.0122173047,-0.00244346098,86271.3125
5000000,9.59043312,-1.78504574,-1.30648112,0.0171042271,-0.0122173047,-0.00244346098,86272.1953
5020000,9.53300571,-1.80897391,-1.36869454,0.0195476878,-0.0122173047,-0.00244346098,86263.4297
5040000,9.64786053,-1.69890404,-1.41655099,0.0146607663,-0.0122173047,-0.00244346098,86266.8203
5060000,9.58564758,-1.79461694,-1.38783717,0.0195476878,-0.0219911486,-0.00488692196,86262.8203
5080000,9.60478973,-1.74676049,-1.26341033,0.0122173047,-0.00977384392,-0.00244346098,86273.4375
5100000,9.54257679,-1.75154614,-1.32562375,-0.0293215327,-0.0342084542,-0.00244346098,86264.75
5120000,9.62393284,-1.85683036,-1.34476638,-0.0146607663,-0.0293215327,-0.00244346098,86263.8672
5140000,9.57607651,-1.84247339,-1.26819599,0.00733038317,-0.0146607663,-0.00488692196,86268.3828
5160000,9.60478973,-1.84247339,-1.25862467,0.0195476878,-0.0146607663,-0.00244346098,86270.4609
5180000,9.6191473,-1.84247339,-1.29212427,0.00244346098,-0.00733038317,-0.00244346098,86262.8203
5200000,9.58086205,-1.83290219,-1.26819599,0.0146607663,-0.00977384392,-0.00244346098,86259.9844
5220000,9.57129097,-1.84725904,-1.29690993,0.0146607663,-0.00977384392,-0.00244346098,86259.0312
5240000,9.59043312,-1.77068877,-1.28255296,0.0171042271,-0.00977384392,-0.00244346098,86268.9453
5260000,9.62871838,-1.75154614,-1.39262283,0.0342084542,-0.0122173047,-0.00244346098,86271.4609
5280000,9.58086205,-1.72283232,-1.30169547,0.00488692196,-0.00977384392,-0.00244346098,86270.1406
